SAL_CODE_2021,SAL_NAME_2021
11415,Emerald Hill
11416,Emerton
11417,Emmaville
11418,Empire Bay
11419,Empire Vale
11420,Emu Heights
11421,Emu Plains
11422,Emu Swamp
11423,Endrick
11424,Enfield
11425,Engadine
11426,Englorie Park
11427,Enmore (Armidale Regional - NSW)
11428,Enmore (Inner West - NSW)
11429,Enngonia
11430,Environa
11431,Epping
11432,Eraring
11433,Eremerang
11434,Erigolia
11435,Erin Vale
11436,Erina
11437,Erina Heights
11438,Ermington
11439,Erowal Bay
11440,Errowanbang
11441,Erskine Park
11442,Erskineville
11443,Erudgere
11444,Eschol Park
11445,Esk
11446,Essington
11447,Estella
11448,Ettalong Beach
11449,Ettamogah
11450,Ettrema
11451,Ettrick
11452,Euabalong
11453,Euabalong West
11454,Euberta
11455,Euchareena
11456,Eucumbene
11457,Eugowra
11458,Eulah Creek
11459,Eumungerie
11460,Eunanoreenya
11461,Eungai Creek
11462,Eungai Rail
11463,Eungella
11464,Eureka
11465,Eurimbla
11466,Eurobodalla
11467,Euroka
11468,Euroley
11469,Eurongilly
11470,Eurunderee
11471,Euston
11472,Evans Head
11473,Evans Plains
11474,Eveleigh
11475,Eviron
11476,Ewingar
11477,Ewingsdale
11478,Exeter
11479,Failford
11480,Fairfield
11481,Fairfield East
11482,Fairfield Heights
11483,Fairfield West
11484,Fairholme
11485,Fairlight
11486,Fairy Hill
11487,Fairy Meadow
11488,Falbrook
11489,Falconer
11490,Falls Creek
11491,Far Meadow
11492,Fargunyah
11493,Farley
11494,Farmborough Heights
11495,Farnham
11496,Farrants Hill
11497,Farringdon
11498,Fassifern
11499,Faulconbridge
11500,Faulkland
11501,Fawcetts Plain
11502,Federal
11503,Fennell Bay
11504,Fern Bay
11505,Fern Gully
11506,Fernances
11507,Fernances Crossing
11508,Fernbank Creek
11509,Fernbrook
11510,Fernhill
11511,Fernleigh
11512,Fernmount
11513,Fernside
11514,Fernvale
11515,Ferodale
11516,Fiddletown
11517,Fifield
11518,Figtree
11519,Findon Creek
11520,Fine Flower
11521,Fingal Bay
11522,Fingal Head
11523,Finley
11524,Firefly
11525,Fishermans Bay
11526,Fishermans Paradise
11527,Fishermans Reach
11528,Fishers Hill
11529,Fishing Point
11530,Fitzgeralds Mount
11531,Fitzgeralds Valley
11532,Fitzroy Falls
11533,Five Dock
11534,Five Ways
11535,Flat Tops
11536,Fletcher
11537,Flinders
11538,Floraville
11539,Forbes
11540,Forbes Creek
11541,Forbes River
11542,Forbesdale
11543,Fords Bridge
11544,Fordwich
11545,Forest Glen
11546,Forest Grove
11547,Forest Hill
11548,Forest Land
11549,Forest Lodge
11550,Forest Reefs
11551,Forestville
11552,Forresters Beach
11553,Forster
11554,Fortis Creek
11555,Fosters Valley
11556,Fosterton
11557,Fountaindale
11558,Four Corners
11559,Four Mile Creek
11560,Fowlers Gap
11561,Foxground
11562,Frazer Park
11563,Frazers Creek
11564,Frederickton
11565,Freeburn Island
11566,Freemans
11567,Freemans Reach
11568,Freemans Waterhole
11569,Freemantle
11570,French Park
11571,Frenchs Forest
11572,Freshwater
11573,Frog Rock
11574,Frogmore
11575,Frogs Hollow
11576,Frying Pan
11577,Fullerton
11578,Fullerton Cove
11579,Furracabad
11580,Gables
11581,Gadara
11582,Gala Vale
11583,Galambine
11584,Galong
11585,Galore
11586,Galston
11587,Ganbenang
11588,Gangat
11589,Ganmain
11590,Garah
11591,Garden Suburb
11592,Garema
11593,Garland
11594,Garland Valley
11595,Garoo
11596,Garra
11597,Garthowen
11598,Gateshead
11599,Gearys Flat
11600,Geehi
11601,Gelston Park
11602,Gemalla
11603,Geneva
11604,Georges Creek
11605,Georges Hall
11606,Georges Plains
11607,Georgetown
11608,Georgica
11609,Gerogery
11610,Gerringong
11611,Gerroa
11612,Geurie
11613,Ghinni Ghi
11614,Ghinni Ghinni
11615,Ghoolendaadi
11616,Giants Creek
11617,Gibberagee
11618,Gibraltar Range
11619,Gidginbung
11620,Gidley
11621,Gilead
11622,Gilgai
11623,Gilgandra
11624,Gilgooma
11625,Gilgunnia
11626,Gillenbah
11627,Gilletts Ridge
11628,Gillieston Heights
11629,Gilmandyke
11630,Gilmore
11631,Gin Gin
11632,Gineroi
11633,Ginghi
11634,Gingkin
11635,Girards Hill
11636,Girilambone
11637,Giro
11638,Girral
11639,Girralong
11640,Girraween
11641,Girvan
11642,Gladesville
11643,Gladstone
11644,Glanmire
11645,Glebe
11646,Gledswood Hills
11647,Glen Alice
11648,Glen Allen
11649,Glen Alpine
11650,Glen Davis
11651,Glen Elgin
11652,Glen Fergus
11653,Glen Innes
11654,Glen Martin
11655,Glen Nevis
11656,Glen Oak
11657,Glen Ward
11658,Glen William
11659,Glenbawn
11660,Glenbrook
11661,Glencoe
11662,Glendale
11663,Glendenning
11664,Glendon
11665,Glendon Brook
11666,Glenelg
11667,Glenellen
11668,Glenfield
11669,Glenfield Park
11670,Glengarrie
11671,Glenhaven
11672,Gleniffer
11673,Glenmore
11674,Glenmore Park
11675,Glennies Creek
11676,Glenning Valley
11677,Glenorie
11678,Glenquarry
11679,Glenreagh
11680,Glenridding
11681,Glenrock
11682,Glenroy (Albury - NSW)
11683,Glenroy (Snowy Valleys - NSW)
11684,Glenthorne
11685,Glenugie
11686,Glenwood
11687,Glenworth Valley
11688,Glossodia
11689,Gloucester
11690,Gloucester Tops
11691,Goat Island
11692,Gobarralong
11693,Gobbagombalin
11694,Gocup
11695,Godfreys Creek
11696,Gogeldrie
11697,Gol Gol
11698,Gollan
11699,Golspie
11700,Gongolgon
11701,Gonn
11702,Gooandra
11703,Goobarragandra
11704,Good Forest
11705,Good Hope
11706,Goodmans Ford
11707,Goodnight
11708,Goodooga
11709,Goodwood Island
11710,Googong
11711,Goolgowi
11712,Goolhi
11713,Goolma
11714,Goolmangar
11715,Gooloogong
11716,Goombargana
11717,Goonellabah
11718,Goonengerry
11719,Goonoo Forest
11720,Goonoo Goonoo
11721,Goonumbla
11722,Goorangoola
11723,Goorianawa
11724,Gordon
11725,Gorge Creek
11726,Gormans Hill
11727,Gorokan
11728,Gosford
11729,Gosforth
11730,Gostwyck
11731,Goulburn
11732,Gouldsville
11733,Gowan
11734,Gowang
11735,Gowrie (Singleton - NSW)
11736,Gowrie (Tamworth Regional - NSW)
11737,Grabben Gullen
11738,Gradys Creek
11739,Grafton
11740,Gragin
11741,Grahamstown
11742,Graman
11743,Grantham Farm
11744,Grants Beach
11745,Granville
11746,Grasmere
11747,Grassy Head
11748,Grattai
11749,Gravesend
11750,Grays Point
11751,Great Mackerel Beach
11752,Great Marlow
11753,Green Cape
11754,Green Creek
11755,Green Forest
11756,Green Gully
11757,Green Hills (Armidale Regional - NSW)
11758,Green Hills (Snowy Valleys - NSW)
11759,Green Pigeon
11760,Green Point (Central Coast - NSW)
11761,Green Point (Mid-Coast - NSW)
11762,Green Valley
11763,Greenacre
11764,Greendale (Bega Valley - NSW)
11765,Greendale (Liverpool - NSW)
11766,Greenethorpe
11767,Greenfield Park
11768,Greengrove
11769,Greenhill
11770,Greenhills Beach
11771,Greenlands (Singleton - NSW)
11772,Greenlands (Snowy Monaro Regional - NSW)
11773,Greenleigh
11774,Greenridge
11775,Greenwell Point
11776,Greenwich
11777,Greenwich Park
11778,Greg Greg
11779,Gregadoo
11780,Gregory Hills
11781,Greigs Flat
11782,Grenfell
11783,Gresford
11784,Greta
11785,Greta Main
11786,Grevillia
11787,Greystanes
11788,Griffith
11789,Grogan
11790,Grong Grong
11791,Grose Vale
11792,Grose Wold
11793,Grosses Plain
11794,Growee
11795,Guerilla Bay
11796,Guildford
11797,Guildford West
11798,Gulargambone
11799,Gulf Creek
11800,Gulgong
11801,Gulmarrad
11802,Gum Flat
11803,Gum Scrub
11804,Gumbalie
11805,Gumble
11806,Gumly Gumly
11807,Gumma
11808,Gunbar
11809,Gundagai
11810,Gundamulda
11811,Gundaroo
11812,Gundary
11813,Gunderbooka
11814,Gunderman
11815,Gundy
11816,Gungal
11817,Gungalman
11818,Gunnedah
11819,Gunning
11820,Gunning Gap
11821,Gunningbland
11822,Gunningrah
11823,Guntawang
11824,Gurley
11825,Gurnang
11826,Gurranang
11827,Gurrundah
11828,Guyong
11829,Guyra
11830,Gwabegar
11831,Gwandalan
11832,Gwynneville
11833,Gymea
11834,Gymea Bay
11835,Haberfield
11836,Hacks Ferry
11837,Halekulani
11838,Halfway Creek
11839,Hallidays Point
11840,Halloran
11841,Halls Creek
11842,Hallsville
11843,Halton
11844,Hambledon Hill
11845,Hamilton
11846,Hamilton East
11847,Hamilton North
11848,Hamilton South
11849,Hamilton Valley
11850,Hamlyn Terrace
11851,Hammondville
11852,Hampden Hall
11853,Hampton
11854,Hanging Rock
11855,Hanleys Creek
11856,Hannam Vale
11857,Hanwood
11858,Harden
11859,Hardys Bay
11860,Harefield
11861,Hargraves
11862,Harolds Cross
11863,Harparary
11864,Harpers Hill
11865,Harrington
11866,Harrington Park
11867,Harris Park
11868,Hartley
11869,Hartley Vale
11870,Hartwood
11871,Hartys Plains
11872,Harwood
11873,Hassall Grove
11874,Hassans Walls
11875,Hastings Point
11876,Hat Head
11877,Hatfield
11878,Havilah
11879,Hawkesbury Heights
11880,Hawks Nest
11881,Hay
11882,Hay South
11883,Hayes Gap
11884,Haymarket
11885,Haystack
11886,Hayters Hill
11887,Haywards Bay
11888,Hazelbrook
11889,Hazelgrove
11890,Heathcote
11891,Heatherbrae
11892,Hebden
11893,Hebersham
11894,Heckenberg
11895,Heddon Greta
11896,Heifer Station
11897,Helensburgh
11898,Henley
11899,Henty
11900,Hereford Hall
11901,Hermidale
11902,Hermitage Flat
11903,Hernani
11904,Herons Creek
11905,Hexham
11906,Hickeys Creek
11907,High Range
11908,Higher Macdonald
11909,Highfields
11910,Hill End
11911,Hill Top (Snowy Monaro Regional - NSW)
11912,Hill Top (Wingecarribee - NSW)
11913,Hilldale
11914,Hillgrove (Armidale Regional - NSW)
11915,Hillgrove (Wagga Wagga - NSW)
11916,Hillsborough (Lake Macquarie - NSW)
11917,Hillsborough (Maitland - NSW)
11918,Hillsdale
11919,Hillston
11920,Hillville
11921,Hillvue
11922,Hinchinbrook
11923,Hinton
11924,Hobartville
11925,Hobbys Yards
11926,Hogarth Range
11927,Holbrook
11928,Holgate
11929,Hollisdale
11930,Hollydeen
11931,Holmesville
11932,Holroyd
11933,Holsworthy
11934,Holts Flat
11935,Home Rule
11936,Homebush
11937,Homebush West
11938,Homeleigh
11939,Honeybugle
11940,Hopefield
11941,Hopkins Creek
11942,Horningsea Park
11943,Hornsby
11944,Hornsby Heights
11945,Horse Station Creek
11946,Horseshoe Bend
11947,Horseshoe Creek
11948,Horsfield Bay
11949,Horsley
11950,Horsley Park
11951,Hoskinstown
11952,Hovells Creek
11953,Howards Grass
11954,Howell
11955,Howes Valley
11956,Howick
11957,Howlong
11958,Hoxton Park
11959,Humula
11960,Hungerford
11961,Hunters Hill
11962,Hunterview
11963,Huntingdon
11964,Huntingwood
11965,Huntley (Orange - NSW)
11966,Huntley (Wollongong - NSW)
11967,Huntleys Cove
11968,Huntleys Point
11969,Huonbrook
11970,Hurlstone Park
11971,Hurstville
11972,Hurstville Grove
11973,Huskisson
11974,Hyams Beach
11975,Hydes Creek
11976,Hyland Park
11977,Hyndmans Creek
11978,Ilarwill
11979,Ilford
11980,Illabo
11981,Illaroo
11982,Illawong
11983,Iluka
11984,Indi
11985,Ingebirah
11986,Ingeegoodbee
11987,Ingleburn
11988,Ingleside
11989,Innes View
11990,Inverell
11991,Invergordon
11992,Invergowrie
11993,Iron Pot Creek
11994,Ironbark
11995,Ironmungy
11996,Irvington
11997,Irymple
11998,Isabella
11999,Islington
12000,Ivanhoe
12001,Jackadgery
12002,Jacks Creek
12003,Jacksons Flat
12004,Jacky Bulbin Flat
12005,Jagumba
12006,Jagungal Wilderness
12007,Jamberoo
12008,James Creek
12009,Jamisontown
12010,Jannali
12011,Jaspers Brush
12012,Jaunter
12013,Jeir
12014,Jellat Jellat
12015,Jemalong
12016,Jembaicumbene
12017,Jennings
12018,Jenolan
12019,Jeogla
12020,Jerangle
12021,Jeremadra
12022,Jeremy
12023,Jerilderie
12024,Jerrabattgulla
12025,Jerrabomberra
12026,Jerrara
12027,Jerrawa
12028,Jerrawangala
12029,Jerrong
12030,Jerrys Plains
12031,Jerseyville
12032,Jesmond
12033,Jewells
12034,Jews Lagoon
12035,Jiggi
12036,Jilliby
12037,Jimenbuen
12038,Jincumbilly
12039,Jindabyne
12040,Jinden
12041,Jindera
12042,Jingellic
12043,Jingera
12044,Joadja
12045,Joes Box
12046,Johns River
12047,Jolly Nose
12048,Jones Bridge
12049,Jones Island
12050,Jordan Springs
12051,Judds Creek
12052,Jugiong
12053,Junction Hill
12054,Junee
12055,Junee Reefs
12056,Kahibah
12057,Kains Flat
12058,Kalang
12059,Kalaru
12060,Kalkite
12061,Kamarah
12062,Kameruka
12063,Kanahooka
12064,Kanangra
12065,Kandos
12066,Kangaloon
12067,Kangaroo Creek
12068,Kangaroo Point
12069,Kangaroo Valley
12070,Kangaroobie
12071,Kangiara
12072,Kangy Angy
12073,Kanimbla
12074,Kanoona
12075,Kanwal
12076,Kapooka
12077,Kaputar
12078,Karaak Flat
12079,Karabar
12080,Karangi
12081,Kareela
12082,Kariong
12083,Kars Springs
12084,Karuah
12085,Katoomba
12086,Kayuga
12087,Kearns
12088,Kearsley
12089,Keepit
12090,Keera
12091,Keerrong
12092,Keinbah
12093,Keiraville
12094,Keith Hall
12095,Kellys Plains
12096,Kellyville
12097,Kellyville Ridge
12098,Kelso
12099,Kelvin
12100,Kembla Grange
12101,Kembla Heights
12102,Kemps Creek
12103,Kempsey
12104,Kendall
12105,Kenebri
12106,Kennaicle Creek
12107,Kensington
12108,Kenthurst
12109,Kentlyn
12110,Kentucky
12111,Kentucky South
12112,Kerewong
12113,Keri Keri
12114,Kerrabee
12115,Kerrigundi
12116,Kerrs Creek
12117,Kew
12118,Keybarbin
12119,Khancoban
12120,Khatambuhl
12121,Kia Ora
12122,Kiacatoo
12123,Kiah
12124,Kiama
12125,Kiama Downs
12126,Kiama Heights
12127,Kianga
12128,Kiar
12129,Kickabil
12130,Kielvale
12131,Kikiamah
12132,Kikoira
12133,Kilaben Bay
12134,Kilgin
12135,Kilgra
12136,Killabakh
12137,Killara
12138,Killarney Heights
12139,Killarney Vale
12140,Killawarra
12141,Killcare
12142,Killcare Heights
12143,Killiekrankie
12144,Killimicat
12145,Killingworth
12146,Killongbutta
12147,Kimbriki
12148,Kinchela
12149,Kincumber
12150,Kincumber South
12151,Kindee
12152,Kindervale
12153,King Creek
12154,Kingfisher Shores
12155,Kinghorne
12156,Kings Forest
12157,Kings Langley
12158,Kings Park
12159,Kings Plains (Blayney - NSW)
12160,Kings Plains (Inverell - NSW)
12161,Kings Point
12162,Kingscliff
12163,Kingsdale
12164,Kingsford
12165,Kingsgate
12166,Kingsgrove
12167,Kingsland
12168,Kingstown
12169,Kingsvale
12170,Kingswood (Bega Valley - NSW)
12171,Kingswood (Penrith - NSW)
12172,Kingswood (Tamworth Regional - NSW)
12173,Kinvara
12174,Kioloa
12175,Kiora
12176,Kippara
12177,Kippaxs
12178,Kippenduff
12179,Kirkconnell
12180,Kirkham
12181,Kirrawee
12182,Kirribilli
12183,Kitchener
12184,Kiwarrak
12185,Klori
12186,Knights Hill
12187,Knockrow
12188,Knorrit Flat
12189,Knorrit Forest
12190,Kogarah
12191,Kogarah Bay
12192,Kooba
12193,Kookabookra
12194,Koolewong
12195,Koolkhan
12196,Koonawarra
12197,Koonorigan
12198,Koonyum Range
12199,Kooragang
12200,Koorainghat
12201,Koorawatha
12202,Kooringal
12203,Kootingal
12204,Koraleigh
12205,Koreelah
12206,Korora
12207,Kosciuszko
12208,Kotara
12209,Kotara South
12210,Krambach
12211,Krawarree
12212,Kremnos
12213,Ku-ring-gai Chase
12214,Kulnura
12215,Kulwin
12216,Kunama
12217,Kundabung
12218,Kundibakh
12219,Kundle Kundle
12220,Kungala
12221,Kunghur
12222,Kunghur Creek
12223,Kurmond
12224,Kurnell
12225,Kurraba Point
12226,Kurrajong
12227,Kurrajong Heights
12228,Kurrajong Hills
12229,Kurri Kurri
12230,Kyalite
12231,Kyarran
12232,Kybeyan
12233,Kyeamba
12234,Kyeemagh
12235,Kyle Bay
12236,Kynnumboon
12237,Kyogle
12238,La Perouse
12239,Lacmalac
12240,Lade Vale
12241,Ladysmith
12242,Laffing Waters
12243,Laggan
12244,Lagoon Grass
12245,Laguna
12246,Lake Albert
12247,Lake Bathurst
12248,Lake Brewster
12249,Lake Burrendong
12250,Lake Cargelligo
12251,Lake Cathie
12252,Lake Conjola
12253,Lake Cowal
12254,Lake George
12255,Lake Haven
12256,Lake Heights
12257,Lake Hiawatha
12258,Lake Hume Village
12259,Lake Illawarra
12260,Lake Innes
12261,Lake Macquarie
12262,Lake Munmorah
12263,Lake Tabourie
12264,Lake Wyangan
12265,Lakelands
12266,Lakemba
12267,Lakesland
12268,Lakewood
12269,Lalalty
12270,Lalor Park
12271,Lambs Valley (Glen Innes Severn - NSW)
12272,Lambs Valley (Singleton - NSW)
12273,Lambton
12274,Landervale
12275,Lane Cove
12276,Lane Cove North
12277,Lane Cove West
12278,Langley Vale
12279,Lanitza
12280,Lankeys Creek
12281,Lansdowne (Canterbury-Bankstown - NSW)
12282,Lansdowne (Mid-Coast - NSW)
12283,Lansdowne Forest
12284,Lansvale
12285,Lapstone
12286,Larbert
12287,Largs
12288,Larnook
12289,Larras Lee
12290,Laughtondale
12291,Laurel Hill
12292,Laurieton
12293,Lavadia
12294,Lavender Bay
12295,Laverstock
12296,Lavington
12297,Lawrence
12298,Lawson
12299,Leadville
12300,Leconfield
12301,Lee Creek
12302,Leeton
12303,Leets Vale
12304,Leeville
12305,Legume
12306,Leichhardt
12307,Lemington
12308,Lemon Tree
12309,Lemon Tree Passage
12310,Len Waters Estate
12311,Lenaghan
12312,Lennox Head
12313,Leonay
12314,Leppington
12315,Lerida
12316,Lethbridge Park
12317,Leumeah
12318,Leura
12319,Levenstrath
12320,Lewinsbrook
12321,Lewis Ponds
12322,Lewisham
12323,Leycester
12324,Liberty Grove
12325,Lidcombe
12326,Liddell
12327,Lidsdale
12328,Lidster
12329,Lightning Ridge
12330,Lilli Pilli (Eurobodalla - NSW)
12331,Lilli Pilli (Sutherland Shire - NSW)
12332,Lillian Rock
12333,Lilydale
12334,Lilyfield
12335,Lilyvale
12336,Limbri
12337,Limeburners Creek (Mid-Coast - NSW)
12338,Limeburners Creek (Port Macquarie-Hastings - NSW)
12339,Limekilns
12340,Limerick
12341,Limestone
12342,Limpinwood
12343,Linburn
12344,Linden
12345,Lindendale
12346,Lindesay
12347,Lindesay Creek
12348,Lindfield
12349,Lindifferon
12350,Linley Point
12351,Lionsville
12352,Lisarow
12353,Lismore
12354,Lismore Heights
12355,Liston
12356,Lithgow
12357,Little Back Creek
12358,Little Bay
12359,Little Billabong
12360,Little Forest
12361,Little Hartley
12362,Little Jacks Creek
12363,Little Jilliby
12364,Little Pelican
12365,Little Plain
12366,Little River
12367,Little Topar
12368,Little Wobby
12369,Littleton
12370,Liverpool
12371,Llanarth
12372,Llandilo
12373,Llangothlin
12374,Lloyd
12375,Loadstone
12376,Lochiel
12377,Lochinvar
12378,Lockhart
12379,Locksley
12380,Loftus
12381,Loftville
12382,Logans Crossing
12383,Logie Brae
12384,Londonderry
12385,Long Beach
12386,Long Flat
12387,Long Jetty
12388,Long Plain (Inverell - NSW)
12389,Long Plain (Snowy Monaro Regional - NSW)
12390,Long Point (Campbelltown - NSW)
12391,Long Point (Singleton - NSW)
12392,Longarm
12393,Longreach
12394,Longueville
12395,Loomberah
12396,Lord Howe Island
12397,Lords Hill
12398,Lorn
12399,Lorne
12400,Lost River
12401,Lostock
12402,Louisa Creek
12403,Louth
12404,Louth Park
12405,Lovedale
12406,Lovett Bay
12407,Lowanna
12408,Lower Acacia Creek
12409,Lower Bago
12410,Lower Belford
12411,Lower Boro
12412,Lower Bottle Creek
12413,Lower Creek
12414,Lower Duck Creek
12415,Lower Dyraaba
12416,Lower Lewis Ponds
12417,Lower Macdonald
12418,Lower Mangrove
12419,Lower Pappinbarra
12420,Lower Peacock
12421,Lower Portland
12422,Lower Southgate
12423,Lowesdale
12424,Lowther
12425,Loxford
12426,Lucas Heights
12427,Lucknow
12428,Luddenham
12429,Lue
12430,Lugarno
12431,Lurnea
12432,Luskintyre
12433,Lynchs Creek
12434,Lyndhurst (Armidale Regional - NSW)
12435,Lyndhurst (Blayney - NSW)
12436,Lynwood
12437,Mabins Well
12438,Macdonalds Creek
12439,Macksville
12440,Maclean
12441,Macmasters Beach
12442,Macquarie Fields
12443,Macquarie Hills
12444,Macquarie Links
12445,Macquarie Marshes
12446,Macquarie Park
12447,Macquarie Pass
12448,Maddens Plains
12449,Maffra
12450,Magenta
12451,Magometon
12452,Maianbar
12453,Maimuru
12454,Main Arm
12455,Main Creek
12456,Mairjimmy
12457,Maison Dieu
12458,Maitland
12459,Maitland Bar
12460,Maitland Vale
12461,Majors Creek
12462,Malabar
12463,Malabugilmah
12464,Maldon
12465,Mallabula
12466,Mallan
12467,Mallanganee
12468,Mallee
12469,Mallowa
12470,Maloneys Beach
12471,Malua Bay
12472,Manar
12473,Manchester Square
12474,Mandagery
12475,Mandalong
12476,Mandemar
12477,Mandurama
12478,Mangerton
12479,Mangoola
12480,Mangoplah
12481,Mangrove Creek
12482,Mangrove Mountain
12483,Manildra
12484,Manilla
12485,Manly
12486,Manly Vale
12487,Mannering Park
12488,Manning Point
12489,Mannus
12490,Manobalai
12491,Manton
12492,Manyana
12493,Maragle
12494,Maraylya
12495,Marayong
12496,March
12497,Marchmont
12498,Mardi
12499,Marengo
12500,Mares Run
12501,Marinna
12502,Marks Point
12503,Markwell
12504,Marlee
12505,Marlo Merrican
12506,Marlow
12507,Marlowe
12508,Marmong Point
12509,Marom Creek
12510,Maroota
12511,Maroubra
12512,Marrangaroo
12513,Marrar
12514,Marrickville
12515,Marsden Park
12516,Marsfield
12517,Marshall Mount
12518,Marshdale
12519,Marthaguy
12520,Martindale
12521,Martins Creek
12522,Martinsville
12523,Marulan
12524,Maryland (Newcastle - NSW)
12525,Maryland (Tenterfield - NSW)
12526,Marys Mount
12527,Maryvale
12528,Maryville
12529,Mascot
12530,Matcham
12531,Matheson
12532,Mathoura
12533,Matong
12534,Matraville
12535,Maude
12536,Maules Creek
12537,Maxwell
12538,Maybole
12539,Mayers Flat
12540,Mayfield (Newcastle - NSW)
12541,Mayfield (Oberon - NSW)
12542,Mayfield (Queanbeyan-Palerang Regional - NSW)
12543,Mayfield (Shoalhaven - NSW)
12544,Mayfield East
12545,Mayfield North
12546,Mayfield West
12547,Mayrung
12548,Mays Hill
12549,Mayvale
12550,McCullys Gap
12551,McDougalls Hill
12552,McGraths Hill
12553,McKees Hill
12554,McKellars Park
12555,McLeans Ridges
12556,McLeods Shoot
12557,McMahons Point
12558,McMahons Reef
12559,Meadow Flat
12560,Meadowbank
12561,Mebbin
12562,Mebul
12563,Medlow Bath
12564,Medowie
12565,Medway
12566,Meerschaum Vale
12567,Megalong Valley
12568,Megan
12569,Melbergen
12570,Melinga
12571,Mellong
12572,Mellool
12573,Melonba
12574,Melrose Park
12575,Melville
12576,Memagong
12577,Menah
12578,Menai
12579,Menangle
12580,Menangle Park
12581,Mendooran
12582,Menindee
12583,Merah North
12584,Merewether
12585,Merewether Heights
12586,Merimbula
12587,Meringo
12588,Mernot
12589,Meroo
12590,Meroo Meadow
12591,Merotherie
12592,Merriangaah
12593,Merricumbene
12594,Merrigal
12595,Merrill
12596,Merriwa
12597,Merriwagga
12598,Merrygoen
12599,Merrylands
12600,Merrylands West
12601,Merungle Hill
12602,Meryla
12603,Metford
12604,Methul
12605,Metz
12606,Miamley
12607,Miandetta
12608,Micalo Island
12609,Michelago
12610,Middle Arm
12611,Middle Brook
12612,Middle Brother
12613,Middle Cove
12614,Middle Dural
12615,Middle Falbrook
12616,Middle Flat
12617,Middle Pocket
12618,Middleton Grange
12619,Middlingbank
12620,Midginbil
12621,Mihi
12622,Mila
12623,Milbrodale
12624,Milbrulong
12625,Milkers Flat
12626,Millah Murrah
12627,Millbank
12628,Miller
12629,Millers Forest
12630,Millers Point
12631,Millfield
12632,Millie
12633,Millingandi
12634,Millthorpe
12635,Milparinka
12636,Milperra
12637,Milroy (Gunnedah - NSW)
12638,Milroy (Mid-Western Regional - NSW)
12639,Milsons Passage
12640,Milsons Point
12641,Milton
12642,Milvale
12643,Mimosa
12644,Minchinbury
12645,Mindaribba
12646,Mingoola
12647,Minimbah
12648,Minjary
12649,Minmi
12650,Minnamurra
12651,Minnie Water
12652,Minore
12653,Minto
12654,Minto Heights
12655,Mirador
12656,Miranda
12657,Mirannie
12658,Mirrabooka
12659,Mirrool
12660,Missabotti
12661,Mitchell
12662,Mitchells Flat
12663,Mitchells Island
12664,Mittagong
12665,Moama
12666,Modanville
12667,Mogareeka
12668,Mogendoura
12669,Moggs Swamp
12670,Mogilla
12671,Mogo (Eurobodalla - NSW)
12672,Mogo (Mid-Western Regional - NSW)
12673,Mogo Creek
12674,Mogood
12675,Mograni
12676,Mogriguy
12677,Mole River
12678,Moleville Creek
12679,Mollyan
12680,Mollymook
12681,Mollymook Beach
12682,Molong
12683,Mona Vale
12684,Monak
12685,Monaltrie
12686,Mondayong
12687,Mondrook
12688,Monga
12689,Mongarlowe
12690,Mongogarie
12691,Monia Gap
12692,Monivae
12693,Monkerai
12694,Monteagle
12695,Montecollum
12696,Montefiores
12697,Monterey
12698,Mooball
12699,Moobi
12700,Moogem
12701,Mookerawa
12702,Mookima Wybra
12703,Moolarben
12704,Moollattoo
12705,Moolpa
12706,Moombooldool
12707,Moonan Brook
12708,Moonan Flat
12709,Moonbah
12710,Moonbi
12711,Moonbria
12712,Mooneba
12713,Moonee
12714,Moonee Beach
12715,Mooney Mooney
12716,Mooney Mooney Creek
12717,Moonpar
12718,Mooral Creek
12719,Moorara
12720,Moorbel
12721,Moore Creek
12722,Moore Park
12723,Moorebank
12724,Moorilda
12725,Moorland
12726,Moorong
12727,Moorwatha
12728,Moparrabah
12729,Moppy
12730,Morago
12731,Morangarell
12732,Morans Crossing
12733,Moree
12734,Morisset
12735,Morisset Park
12736,Morning Bay
12737,Mororo
12738,Morpeth
12739,Mortdale
12740,Mortlake
12741,Morton
12742,Mortons Creek
12743,Morts Estate
12744,Morundah
12745,Moruya
12746,Moruya Heads
12747,Morven (Glen Innes Severn - NSW)
12748,Morven (Greater Hume Shire - NSW)
12749,Mosman
12750,Moss Vale
12751,Mossgiel
12752,Mossy Point
12753,Moto
12754,Moulamein
12755,Mount Adrah
12756,Mount Annan
12757,Mount Aquila
12758,Mount Arthur
12759,Mount Austin
12760,Mount Burrell
12761,Mount Colah
12762,Mount Collins
12763,Mount Cooper
12764,Mount Darragh
12765,Mount David
12766,Mount Dee
12767,Mount Druitt
12768,Mount Elliot
12769,Mount Fairy
12770,Mount Foster
12771,Mount Frome
12772,Mount George
12773,Mount Harris
12774,Mount Hope
12775,Mount Horeb
12776,Mount Hunter
12777,Mount Hutton
12778,Mount Irvine
12779,Mount Keira
12780,Mount Kembla
12781,Mount Kingiman
12782,Mount Knowles
12783,Mount Kuring-Gai
12784,Mount Lambie
12785,Mount Lewis
12786,Mount Lindsey
12787,Mount Marsden
12788,Mount Marsh
12789,Mount Mitchell
12790,Mount Murray
12791,Mount Olive (Oberon - NSW)
12792,Mount Olive (Singleton - NSW)
12793,Mount Ousley
12794,Mount Panorama
12795,Mount Pleasant
12796,Mount Pritchard
12797,Mount Rankin
12798,Mount Rivers
